Name,AccountId,IsPrivate,Description,StageName,Amount,TotalOpportunityQuantity,CloseDate,Type,NextStep,LeadSource,ForecastCategoryName,CampaignId,Pricebook2Id,SyncedQuoteId,ContractId,AI_Countries_Benefited_Copy__c,AI_Account_Role__c,AI_Administrative_Unit__c,AI_and_Machine_Learning__c,Loss_Reason_Picklist__c,AI_Role__c,Augmented_Virtual_Reality__c,Biotech__c,Blockchain__c,Topics__c,Connectivity__c,Countries_Involved__c,Country_Strategy_Priority__c,Is_Minute_Complete__c,ORP_ActualSignatureDate__c,External_Collaboration_Co_Financing__c,ORP_AmountInOriginalCurrency__c,Focus_Area__c,ICT_and_Big_Data__c,ORP_CRFReporting__c,ORP_Complexity__c,AI_Area__c,Intelligent_Location_Services__c,Multisector__c,Opportunity_Iniciators__c,Opportunity_Source__c,Other_IDB_Product_Related__c,ORP_DocumentTitle__c,ORP_Innovation__c,ORP_InnovativeFinance__c,ORP_Leverage__c,ORP_Maintenance__c,Quantum_Computing__c,Referred_Institution__c,ORP_OperationFocus__c,Robotics__c,Sector_Global__c,ORP_OriginalCurrency__c,Shared__c,Subsector_Global__c,X3D_Printing__c,Eligible_Pitch__c,ORP_Pipeline_Year__c,ORP_Potential__c,AI_Sub_Area__c,AI_Technology__c,ORP_PressRelease__c,Other__c,AI5Q_pdf_related__c,Loss_Reason__c,Country_Benefited__c,Beneficiary_Type__c,IDB_Lab_Amount__c,Instrument__c,Instrument_Type__c,Is5QCreated__c,Is5Qcomplete__c,Initiative__c,ORP_Reimbursable_NonReimbursable__c,ORP_Relevance__c,ORP_SGO_NSG__c,ORP_Country_Benefited__c,ORP_Id__c,ORP_Recipient_Fund__c,Is_Public_Pitch_Complete__c,DB_Competitor__c,Minute_Completion_Date__c,PSR_AreaSubAreaJustification__c,PSR_BeneficiaryTypeJustification__c,PSR_TypeOfFunds__c,PSR_TypeOfSession__c,Pitch_ID__c,Preliminary_ESG__c,Previous_Pitch_ID__c,Additional_Tags__c,SDG__c,Errors
Blue Spot Analysis,0012200000VBkw8AAD,false,"As climate change is a reality and nobody knows how much will be the rainfall in the near future. The plan is the implementation of a simulation model  of ""multiple scenarios under deep uncertainty""  to identify potential areas of flooding connected with  a kind of vulnerability that have to be defined by the government ( i.e.; poverty areas, hospital, agribusiness, main manufacturing, etc). Once, defined where are the riskiest and more vulnerabilities sectors in the Country, a list of those road infrastructure, sewage system or culverts are identify plus a conceptual design to make more resilient the roadway system. If a bridge is affected, we can use an in-house tool called HydroBID to reach a proper design.",In Progress,,,2021-04-30,Collaboration,,,Pipeline,,,,,TT,Administrator,Infrastructure and Energy Sector,false,,Responsible,false,false,false,Transport;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Transport,,,Transport Networks Connectivity,false,,,,,,,false,,,TT,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Latitud R,,false,"Latitud R apoyará iniciativas en toda la región, tendientes a: i) aumentar las tasas de recupero de los sistemas de Reciclaje Inclusivo (Componente 1); ii) incrementar las capacidades de la industria para demandar materiales reciclables, en variedad y volumen, como insumos para los procesos productivos (Componente 2); iii) promover políticas públicas para una gestión integral de residuos efectiva, circular e inclusiva (Componente 3); iv) posicionar la agenda de Economía Circular Inclusiva, liderada por Latitud R, a través de la gestión de conocimiento y comunicación estratégica (Componente 4).",Closed Won,24500000,,2020-06-19,Project,,,Closed,,,,,AR;BO;BR;CL;CO;CR;DO;EC;SV;GT;HN;MX;NI;PA;PY;PE;UY,,,false,,,false,false,false,,false,,,false,,,,,false,,,Inclusive Cities,false,Environment and Natural Disasters;Industry;Social Investment,Shared,External Meeting,,,,,,,false,,,false,Multisectoral,,IDB;IDB Lab,,false,,,,Urban Services Transformation;Circular Economy,,,false,06A3s00000FX6cfEAD,,AR;BO;BR;CL;CO;CR;DO;EC;SV;GT;HN;MX;NI;PA;PY;PE;UY,Poor/vulnerable/low income,1700000,,Grant - Non Reimbursable Technical Cooperation;Grant - Contingent Recovery,true,true,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Inclusive Cities:AI_Area__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Multisectoral:Sector_Global__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Non Reimbursable Technical Cooperation:Instrument_Type__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Contingent Recovery:Instrument_Type__c --
USD Deposits from Central Bank of Argentina,0012200000VBl8gAAD,false,Start accepting deposits from the Central Bank of Argentina as part of the USD Deposits Program for Official Institutions. Completing the onboarding process and answer any doubts they have about immunities in terms of deposits at the IDB.,In Progress,0,,2020-12-30,Deposits,,,Pipeline,,,,,AR,,,false,,,false,false,false,Financial Markets;,false,,,false,,,,,false,,,,false,,,External Meeting,,,,,,,false,,,false,Financial Markets,,,,false,,,,,,,false,,,AR,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Innovación biotecnológica para el procesamiento de café y productos microbiólogicos,,false,,Closed Lost,,,2020-09-30,Project,,,Omitted,,,,,SV;GT;HN,,,false,,,false,false,false,Agriculture and Rural Development;,false,,,false,,,,,false,,,,false,,IDB LAB,External Meeting,,,,,,,false,,,false,Agriculture and Rural Development,,,,false,,,,,,,false,,Source v1.1 migration,SV;GT;HN,Rural,,,Equity;Loan;Grant - Non Reimbursable Technical Cooperation,true,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Equity:Instrument_Type__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Non Reimbursable Technical Cooperation:Instrument_Type__c --
RECONSTRUCCIÓN ECONÓMICA  LOCAL POS COVID-19/ LA CIUDAD PRÓSPERA,0012200000VBlVTAA1,false,,Closed Lost,,,2020-08-31,Project,,,Omitted,,,,,GT,,,false,,,false,false,false,,false,,,false,,,,,false,,,,false,Private Firms and SME Development;Social Investment;Sustainable Tourism;Trade,IDB LAB,External Meeting,,,,,,,false,,,false,Multisectoral,,,,false,,,,,,,false,,Source v1.1 migration,GT,Indigenous;Poor/vulnerable/low income,,,Grant - Non Reimbursable Technical Cooperation,false,false,,,,,,,,false,,,,,,,,,,,,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Multisectoral:Sector_Global__c --INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Grant - Non Reimbursable Technical Cooperation:Instrument_Type__c --
Caribbean Creative and Cultural Industry,0012200000VBjRnAAL,false,"Following the  Future of Festivals  : ""Can we reinvent the way we celebrate"" webinar held on the 9th of June. The IDB team is proposing to collaborate with the CDB in moving forward with some of the ideas and discussions to assist the Caribbean in revitalizing its Cultural Industry",Closed Lost,,,2020-10-30,Collaboration,,,Omitted,,,,,,,,false,,,false,false,false,Sustainable Tourism;,false,,,false,,,,,false,,,,false,,IDB,IDB Group Event,,,,,,,false,,,false,Sustainable Tourism,,,,false,,,,,,,false,,Source v1.1 migration,,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
LGBTQI Sensitivity Awareness Event for Barbados COF,0012200000VBlwGAAT,false,"LGBTQI Sensitivity Awareness Event to be hosted in June 2020 in recognition of PRIDE Month. The presenting organisation would be Equals Barbados, a non-profit organisation which serves the LBGTQI community in Barbados.",Closed Won,200,,2020-06-25,Training,,,Closed,,,,,BB,Administrator,Country Office in Barbados,false,,Responsible,false,false,false,Social Investment;,false,,Medium,false,,,,,false,,,,false,,Shared,Internal Meeting,LGBTQ+ AND YOU - Awareness & Sensitization Session,,,,,,false,,,false,Social Investment,,IDB;IDB Lab;IDB Invest,Gender Equality & WomenS Empowerment,false,,,,,,,false,,,BB,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
COVID-19 Household Telephone Survey in Barbados,0012200000VBlwHAAT,false,The objective of the Knowledge Product is to obtain real time data on the impact of COVID-19 on Barbadian households,Closed Won,30000,,2020-10-26,Knowledge Product,,,Closed,,,,,BB,Administrator,Country Office in Barbados,false,,Responsible,false,false,false,Social Investment;,false,,High,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Social Investment,,,Poverty Alleviation,false,,,,,,,false,,,BB,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Program de Desarrollo de la Infraestructura Vial,0012200000VBlhTAAT,false,Inversiones de Infraestructura Vial en Guatemala,In Progress,150000000,,2026-04-04,Loans,,,Pipeline,,,,,GT,Administrator,Transport Division,false,,Responsible,false,false,false,Transport;,false,,High,false,,,,,false,,,,false,,IDB,Existing Operation,,,,,,,false,,,false,Transport,,,Transport Networks Connectivity,false,,,,,,,false,,,GT,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Prestamo contingente para emergencias por desastres,0012200000VBlp4AAD,false,"Proporcionar recursos líquidos significativos inmediatamente después de un desastre natural o un evento de salud pública de proporciones severas a catastróficas para ayudarlos a desplegar asistencia humanitaria, restablecer servicios básicos a la población y otras medidas de respuesta.",Initiation,,,2020-12-31,Loans,,,Pipeline,,,,,GT,Administrator,Country Office in Guatemala,false,,Responsible,false,false,false,Financial Markets;,false,,High,false,,,,,false,,,,false,,,Existing Operation,,,,,,,false,,,false,Financial Markets,,,,false,,,,,,,false,,,GT,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Program to facilitate the digital transformation in Jamaica,0012200000VBkBhAAL,false,"Update the regulatory framework and widespread of digital infrastructure to facilitate the connectivity of households, public sites and strategic sector in Jamaica
•	Component 1: Deployment of digital infrastructure to improve the connectivity in unserved areas and upgrade the existing infrastructure to improve the productivity of strategic sectors from the Jamaican economy.
•	Component 2: Development of digital skills and connection of digital inclusion centers to improve the capabilities of the population and companies on use and adoption of ICT solutions. As part of this component it could be considered an observatory for the implementation of new technologies on agriculture and logistics.
•	Component 3: Policy matrix including specific reforms on regulatory and policy framework to facilitate the access, adoption and use of internet services across the different stakeholders.",Initiation,100000000,,2021-06-01,Loans,,,Pipeline,,,,,JM,Administrator,"Connectivity, Markets and Finance Division",false,,Responsible,false,false,false,Science and Technology;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Science and Technology,,,ICT (Information and Communications Technology),false,,,,,,,false,,,JM,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
GLOBAL LOAN PROGRAM TO BUILD ECONOMIC RESILIENCE IN OECSCOUNTRIES DURING THE COVID-19 CRISIS,0012200000VBjRnAAL,false,"The operation objectives are: (i) to contribute to the reduction of mortality and morbidity from COVID-19, (ii) ensuring minimum levels of quality of life and health for vulnerable persons, and (iii) to support the sustainability of micro, small and medium-sized enterprises (MSMEs) and employment amid the crisis.",In Progress,50000000,,2020-08-21,Loans,,,Pipeline,,,,,AG;DM;GD;KN;LC;VC,Administrator,"Connectivity, Markets and Finance Division",false,,Responsible,false,false,false,Financial Markets;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Financial Markets,,,Capital Market Development,false,,,,,,,false,,,AG;DM;GD;KN;LC;VC,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Climate Resilient PPP - potential for financial instrument with DBJ,0012200000VBjVlAAL,false,A financial instrument to support resiliency in the PPP projects  undertaken by the Government of Jamaica.,Initiation,50000000,,2021-06-01,Loans,,,Pipeline,,,,,JM,Administrator,"Connectivity, Markets and Finance Division",false,,Responsible,false,false,false,Financial Markets;,false,,Medium,false,,,,,false,,,,false,,IDB,IDB Group Event,,,,,,,false,,,false,Financial Markets,,,Financing for Environmental Sustainability,false,,,,,,,false,,,JM,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Contingent Credit Facility - COVID 19,,false,CCF for COVID -19.,Initiation,22000000,,2020-08-07,Loans,,,Pipeline,,,,,GY,Administrator,"Connectivity, Markets and Finance Division",false,,Responsible,false,false,false,covid19;Health;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Health,,,Health Financing,false,,,,,,,false,,,GY,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Fortalecimiento del Tesoro a través de la Implementación de la Cuenta Única,0012200000VBkSyAAL,false,"Apoyar los esfuerzos de implementación de la Cuenta Única del Tesoro (CUT) para permitir la optimización de los recursos en efectivo del Gobierno de Chile, obteniendo importantes ahorros en la gestión de tesorería.

Dimensiones del apoyo: 
Normativa: la implementación de la CUT debe estar anclada en un marco normativo sólido ya que asume la cesión de control de las entidades del Estado (dependiendo de la cobertura de la CUT) sobre el manejo de caja; 
Desarrollo de Sistemas: fortalecimiento del SIGFE con las funcionalidades requeridas para la implementación de la CUT; 
Capacitación y gestión del cambio: asistencia a la capacitación de los funcionarios del gobierno en el uso de las nuevas funcionalidades y desarrollo de una estrategia de gestión del cambio que permita una transición eficiente.",Closed Won,100000,,2020-11-26,Technical Cooperation,,,Closed,,,,,CL,Administrator,Fiscal Management Division,false,,Responsible,false,false,false,Reform / Modernization of the State;,false,,,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Reform / Modernization of the State,,,Fiscal Policy for Sustainability and Growth,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Mejora a la capacidad de respuesta de atención en Salud ,0012200000VBkWtAAL,false,"Apoyo a las estrategias del sector salud para enfrentar el reto de la congestión de la red asistencial e incremento sustantivo de las listas de espera por atención. Nuestro objetivo es apoyar acciones para mejorar la capacidad de respuesta de atención en salud durante y después de la crisis COVID-19.

Temas: (i) mejorar la conducción de respuesta y la capacidad de atención de la red asistencial del país en contextos de alta exigencia sanitaria; (ii) mejorar la capacidad de provisión de servicios de la red asistencial para asegurar la continuidad de la atención esencial en salud.

Marco de acción (instrumentos de política): (i) Agenda de modernización del sistema centralizado de información para monitoreo de casos y gestión de recursos en los establecimientos de salud; (ii) Estrategia de Salud Digital para la atención remota mediante desarrollo de plataformas o aplicativos que permitan mejorar la comunicación multicanal con los usuarios.",Closed Won,,,2020-11-26,Technical Cooperation,,,Closed,,,,,CL,Administrator,Vice Presidency for Sectors and Knowledge,false,,Responsible,false,false,false,Health;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Health,,,Health System Strengthening,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
PBP Equidad Social con Sostenibilidad Fiscal – Fase II,,false,"Se parte de la matriz de medidas de política indicativas del PBP 2020 para la segunda operación
Se pueden introducir ajustes, recogiendo los avances y el acompañamiento del Banco con asistencia técnica, como por ejemplo:
Ley de ingreso familiar de emergencia, sujeto a su resultado final en el Congreso
Consolidación de la respuesta de apoyo al empleo y al ingreso a través de medidas no legislativas del MINTRAB y el SENCE,  con foco en capacitación e intermediación laboral orientada a las nuevas demandas del mundo laboral post-COVID.
Reformas en curso sobre el rol de las Cajas, lideradas por la SUSESO (incluye trabajo, pensiones, equidad de género)
Las medidas relacionadas con análisis y evaluación del gasto en salud podrían incluirse en el componente de Salud
Los esfuerzos de implementación de la Cuenta Única del Tesoro (CUT) contribuyen a la mejora de la calidad del gasto y podrían incluirse aquí",Closed Won,100000000,,2020-11-26,Loans,,,Closed,,,,,CL,Administrator,Fiscal Management Division,false,,Responsible,false,false,false,Social Investment;,false,,High,false,,,,,false,,,,false,,IDB,External Meeting,CH-T1237; CH-T1248,,,,,,false,,,false,Social Investment,,,,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
Apoyo al Sector Turismo,0012200000VBjRjAAL,false,"Apoyar al sector turismo en el corto plazo para que haga frente al shock abrupto de demanda turística a través de instrumentos de financiamiento con potencial para mantener empleos y empresas turísticas; y (ii) Apoyar el desarrollo/ejecución de planes de reactivación turística que aceleren la transición hacia una nueva resiliencia, con una visión de innovación, digitalización y sostenibilidad de las empresas y los destinos turísticos. 
	
Temas: (i) ampliar los mecanismos financieros disponibles para dar respuesta de emergencia al sector turístico que es uno de los sectores económicos más afectados por la pandemia, con un shock de demanda nunca visto antes; (ii) acompañar los esfuerzos iniciados en el país para elaborar hojas de ruta/planes para reactivar la actividad turística, en función de las realidades de cada territorio a través de mesas público-privadas regionales.

Marco de acción (instrumentos de política): priorizar para el sector medidas relacionadas con el manejo de la emergencia impulsadas por el gobierno para el sector financiero.     
Propietario de la Opportunidad: Adela Moreda Mora",In Progress,,,2021-03-31,Loans,,,Pipeline,,,,,CL,Administrator,Vice Presidency for Sectors and Knowledge,false,,Responsible,false,false,false,Sustainable Tourism;,false,,Medium,false,,,,,false,,,,false,,IDB,External Meeting,,,,,,,false,,,false,Sustainable Tourism,,,,false,,,,,,,false,,,CL,,,,,false,false,,,,,,,,false,,,,,,,,,,,,CANNOT_INSERT_UPDATE_ACTIVATE_ENTITY:IADB_Opportunity_tgr: System.LimitException: Too many SOQL queries: 101:--
