Roles,IsActive,StartDate,EndDate,Position__c,Rol__c,Errors
,true,,,Coordinador Administrativo Financiero,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador Técnico PSLT,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Residuos Sólidos,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista en Agua y Saneamiento,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Profesional en Agua Potable,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Sanitario,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Ingeniero Sanitario,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Responsable Gestión Social,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,COORDINADORA,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Decision Maker,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Decision Maker:Rol__c --
,true,,,Directora General Ejecutiva,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Spécialiste financier,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Analista,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Técnica del Viceministerio de Agua y Saneamiento Básico,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe Unidad Normas del Viceministerio de Agua Potable y Saneamiento Básico,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Representante,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Representante Adjunto,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Representante,Diplomat,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Subgerente Bisa VIP,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Manpower Bolivia,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de País,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Clínica 6 de Agosto,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Assistant Means of Payment,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asistente Medios de pago,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asistente Medios de Pago,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Oficial Bisa VIP,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asistente Bisa VIP,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de País,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Decision Maker,INVALID_OR_NULL_FOR_RESTRICTED_PICKLIST:bad value for restricted picklist field: Decision Maker:Rol__c --
,true,,,,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director General de Políticas y Regulación en Vivienda y Urbanismo (DGPRVU),Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,"Directora, Dirección de Créditos Públicos",Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Ejecutivo,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Secretario Técnico,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de Urbanismo y Desarrollo Urbano,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Sr,President / Prime Minister,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Investigadora,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director de Gestión de Endeudamiento,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Gestión Institucional,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Subgerente de Reservas,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente General PUCA,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Analista,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Oficial jefe de país,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Representante,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Representante legal,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Director Regulación Ambiental en Recursos Hídricos,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Presidente y Representante Legal,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Financiero,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Rector,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,"Deputy Director, International Affairs Unit",Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe de Dpto. de Operaciones de Inversión,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Commissioner of Prisons,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Jefe a.i. del Dpto. de Control de Inversiones,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asistente de Adm y Finanzas,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asesor Técnico,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente Administrativo y Financiero,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente de Tecnología,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Encargado del Departamento Seguridad de la Información y Monitoreo,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Encargada del Departamento de Cooperación Internacional,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Encargada del Departamento de Planificación Estratégica,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Asistente Ministro,Advisor,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora Dirección General de Análisis y Política Fiscal,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de Calidad y Evaluación del Gasto Público,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Sub Director,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Encargado Recursos Humanos,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Sub Directora de la Dirección General de Política y Legislación Tributaria,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora de la Dirección General de Política y Legislación Tributaria,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Política y Legislación Tributaria,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Representante,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directora Ejecutiva,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Socio,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordonnateur a.i.,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Encargada de Licencias y Credenciales,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Administrative and Procurement Assistant,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,CEO,CEO / C-Suite,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Transport Planner,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Directeur general,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Infraestructura y Concesiones,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro de Transportes Marítimo y Aéreo,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Project coordinator,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista de Monitoreo Unidad Ejecutora,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista de Adquisiciones Unidad Ejecutora,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Esp. Fiduciario,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista Junior Adquisiciones,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Consultora TI,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Especialista de TI,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Viceministro  de Telecomunicaciones,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Vice Ministro de Empleo,Vice-Minister / Sub-Secretary,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Líder de Proyectos de Habilidades Digitales para el Trabajo y Educación,Head of Department / State,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador(a) Programática.,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente(a) de Administración y Finanzas.,Manager,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente(a) Programática.,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Consultor Externo,Consultant,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Coordinador(a) de Administración y Finanzas.,Administrative staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,Gerente(a) de Administración y Finanzas.,Financial representative,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Director / VP,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
,true,,,,Technical Staff,"REQUIRED_FIELD_MISSING:Required fields are missing: [AccountId, ContactId]:AccountId ContactId --"
