PSR_Milestone_ID__c,Name,PSR_Description__c,PSR_Due_Day__c,PSR_Means_of_verification__c,PSR_Milestone_Code__c,PSR_Responsible__c,PSR_Type__c,PSR_Value__c,Due_Day_Help_On_New__c,Errors
RG-M1256ML10,Porcentaje de los jóvenes de la segunda cohorte que continúan en empleo o con me,Porcentaje de los jóvenes de la segunda cohorte que continúan en empleo o con mentoría de acompañamiento para inserción laboral,1096,Registros Agencias Ejecutoras,,Project Coordinator,Active,50,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML11,Cantidad minima de empresas con las que cuenta la Red de Empresas,Cantidad minima de empresas con las que cuenta la Red de Empresas,1096,Informe Agencia Ejecutora,,Project Coordinator,Active,250,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML12,Identificación de las dos entidades para transferencia del modelo,Identificación de las dos entidades para transferencia del modelo,1096,Informe Agencia Ejecutora,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML13,Estrategia de sostenibilidad en implementación,Estrategia de sostenibilidad en implementación,1278,Informe Agencia Ejecutora,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML14,Porcentaje de actividades de transferencia realizadas a dos organizaciones,Porcentaje de actividades de transferencia realizadas a dos organizaciones,1370,Registros Agencias Ejecutoras,,Project Coordinator,Active,50,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML15,Porcentaje de los jóvenes de la tercer cohorte que continúan en empleo o con men,Porcentaje de los jóvenes de la tercer cohorte que continúan en empleo o con mentoría de acompañamiento para inserción laboral,1370,Registros Agencias Ejecutoras,,Project Coordinator,Active,50,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML2,Convocatoria primer cohorte realizada.,Convocatoria primer cohorte realizada.,183,Registros agencias ejecutoras,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML3,Sistema de administracion y gestion reportando,Sistema de administracion y gestion reportando,365,Registros agencias ejecutoras.,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML4,Cantidad minima de empresas con la que cuenta la Red de Empresas,Cantidad minima de empresas con la que cuenta la Red de Empresas,365,Informe con sistema de administracion y gestion,,Project Coordinator,Active,150,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML5,Porcentaje de los jóvenes de la primer cohorte que continúan en proceso de forma,Porcentaje de los jóvenes de la primer cohorte que continúan en proceso de formación,365,Registro de Agencias Ejecutoras,,Project Coordinator,Active,65,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML6,Porcentaje de jóvenes de la segunda cohorte continúan en proceso de formación,Porcentaje de jóvenes de la segunda cohorte continúan en proceso de formación,731,Registro Unidades Ejecutoras,,Project Coordinator,Active,65,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML7,Cantidad minima de empresas con las que cuenta la Red de Empresas,Cantidad minima de empresas con las que cuenta la Red de Empresas,731,Informe Agencia Ejecutora,,Project Coordinator,Active,200,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML8,Porcentaje de los jóvenes de la primer cohorte continúan en empleo o con mentorí,Porcentaje de los jóvenes de la primer cohorte continúan en empleo o con mentoría de acompañamiento para inserción laboral,731,Registro Agencias Ejecutoras,,Project Coordinator,Active,50,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1256ML9,Porcentaje de jóvenes  de la tercer cohorte continúan proceso de formación.,Porcentaje de jóvenes  de la tercer cohorte continúan proceso de formación.,1096,Registro Agencias Ejecutoras,,Project Coordinator,Active,65,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML10,Capacitaciones realizadas,Capacitaciones realizadas,915,Agenda del Evento - Lista firmada de participantes,,Project Coordinator,Active,2,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML2,Análisis de modelos de negocio o iniciativas influenciadas por nuevas tecnología,Análisis de modelos de negocio o iniciativas influenciadas por nuevas tecnologías,365,Informe intermedio de consultoría,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML3,Identificación de brechas y oportunidades de regulación,Identificación de brechas y oportunidades de regulación,400,Informe Final de consultoría - Acta de Junta Directiva,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML4,Informe de relevamiento de prácticas de captación,Informe de relevamiento de prácticas de captación,600,Informe intermedio de consultoría,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML5,"Lineamientos de ""information disclosure"" y transparencia","Lineamientos de ""information disclosure"" y transparencia",550,Informe intermedio de consultoría,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML6,Prácticas de atención al cliente y solución de controversias.,Prácticas de atención al cliente y solución de controversias.,650,Informe Final de consultoría - Acta de Junta Directiva,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML7,Consultor para 3.1 contratado,Consultor para 3.1 contratado,550,Contrato firmado,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML8,Diálogo con la industria financiera regulada y no regulada realizado,Diálogo con la industria financiera regulada y no regulada realizado,650,Agenda del Evento - Lista de participantes,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1257ML9,Documento final de lineamientos de regualción y supervisión de modelos de negoci,Documento final de lineamientos de regualción y supervisión de modelos de negocio o iniciativas influenciadas por las nuevas tecnologías.,670,Documento Final de consultoría - Acta de Junta Directiva,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1258ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1259ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1260ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1260ML2,Contract signed with marketing consultant,Contract signed with marketing consultant,153,Contract,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1260ML3,demonstration systems installed,demonstration systems installed,336,User contracts,,Project Coordinator,Active,50,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1260ML4,Completed New Fabrication Plan,Completed New Fabrication Plan,519,Finalized Fabrication Plan,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1263ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1264ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1265ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1265ML2,a. Selected 12 companies  b. Execution of entrepreneur retreat  c. Consulting pr,a. Selected 12 companies  b. Execution of entrepreneur retreat  c. Consulting process begun,150,a. MoUs of 12 companies participating in the Access to Basic Services cohort  b. Media Evidence (Photos & materials from event)  c. Photos of completed Business Model Canvass (the first task of the Accelerator) and completed work plan for participating en,,Project Coordinator,Active,12,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1265ML3,a. Completion of consulting process b. Execute Investor conference as a part of,a. Completion of consulting process b. Execute Investor conference as a part of SOCAP c. Investor interest in at least 6 companies,274,a. Delivery of Executive Summaries for all participating Companies  b. Media evidence (Photos from event) and marketing collateral  c. Final attendance list to deal rooms,,Project Coordinator,Active,6,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1265ML4,a. 4 entrepreneurs engaging with investors  b. Completion of Media Project  c. C,a. 4 entrepreneurs engaging with investors  b. Completion of Media Project  c. Completion of exit interviews of companies,1370,a. email evidence of exchanges between investors and entrepreneurs; with expressed interest from investors b.  Media project as evidence  c. Completed document/analysis to be turned in to IDB,,Project Coordinator,Active,4,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1266ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1268ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1269ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1269ML2,Al menos 8 cartas de entendimiento suscritas con miembros de la plataforma SAFE,Al menos 8 cartas de entendimiento suscritas con miembros de la plataforma SAFE,183,Cartas de entendimiento,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1269ML3,"Procedimiento para la convocatoria de ideas,  proceso de aprobación de pequeños","Procedimiento para la convocatoria de ideas,  proceso de aprobación de pequeños proyectos",183,Procedimientos aprobados,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1269ML4,Estrategia de comunicación,Estrategia de comunicación,365,Documento estratégico aprobado por el Founders Committee (Minuta),,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1269ML5,Lanzamiento Página Web,Lanzamiento Página Web,457,Página web operacional y publicada en internet,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1269ML6,Informe de Cartera,Informe de Cartera,609,Envío del Informe de Cartera,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1270ML1,Conditions Prior,Conditions Prior,180,.....,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1270ML10,Guía metodológica operación y procesos para implementación de Asociación de Empr,Guía metodológica operación y procesos para implementación de Asociación de Emprendedores,900,Metodología sistematizada y documentada aprobada por Comité Directivo del Proyecto,,Project Coordinator,Active,1,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
RG-M1270ML11,Modelo ASELA presentado en eventos de emprendimiento e innovación en 4 países di,Modelo ASELA presentado en eventos de emprendimiento e innovación en 4 países diferentes a los de la AP,990,"Informe participación en eventos (descripción del evento, audiencias, nuevos contactos generados, etc.).",,Project Coordinator,Active,4,,REQUIRED_FIELD_MISSING:Required fields are missing: [Operation__c]:Operation__c --
